word_len,word,num_samples,response_text
3,eye,4,key
3,eye,5,ey
3,air,2,air
3,air,3,air
3,air,4,air
3,air,5,air
3,arm,2,arm
3,arm,3,arm
3,arm,4,arm
3,arm,5,arm
3,lab,2,lab
3,lab,3,lab
3,lab,4,lab
3,lab,5,lab
3,law,2,law
3,law,3,law
3,law,4,law
3,law,5,law
4,kiss,2,kis
4,kiss,3,kis
4,kiss,4,kis
4,kiss,5,kis
4,math,2,math
4,math,3,math
4,math,4,math
4,math,5,math
4,hook,2,hok
4,hook,3,hok
4,hook,4,hok
4,hook,5,hok
4,ride,2,ride
4,ride,3,ride
4,ride,4,ride
4,ride,5,ride
4,wing,2,wing
4,wing,3,wing
4,wing,4,wing
4,wing,5,wing
4,pack,2,pack
4,pack,3,pack
4,pack,4,pack
4,pack,5,pack
4,team,2,team
4,team,3,team
4,team,4,team
4,team,5,team
4,half,2,half
4,half,3,half
4,half,4,half
4,half,5,half
4,book,2,bok
4,book,3,bok
4,book,4,bok
4,book,5,bok
4,male,2,male
4,male,3,male
4,male,4,male
4,male,5,male
4,suck,2,suck
4,suck,3,suck
4,suck,4,suck
4,suck,5,suck
4,hand,2,hand
4,hand,3,hand
4,hand,4,hand
4,hand,5,hand
4,help,2,help
4,help,3,there is no common english word that fits all those constraints.
4,help,4,help
4,help,5,help
4,bake,2,bake
4,bake,3,bake
4,bake,4,bake
4,bake,5,bake
4,sale,2,sale
4,sale,3,sale
4,sale,4,sale
4,sale,5,sale
4,land,2,land
4,land,3,land
4,land,4,land
4,land,5,land
4,iron,2,iron
4,iron,3,iron
4,iron,4,iron
4,iron,5,iron
4,wash,2,wash
4,wash,3,wash
4,wash,4,wash
4,wash,5,wash
4,neat,2,neat
4,neat,3,neat
4,neat,4,neat
4,neat,5,neat
4,shop,2,ship
4,shop,3,shop
4,shop,4,shop
4,shop,5,ship
4,note,2,note
4,note,3,note
4,note,4,note
4,note,5,note
4,role,2,role
4,role,3,role
4,role,4,role
4,role,5,role
4,king,2,king
4,king,3,king
4,king,4,king
4,king,5,king
4,jump,2,jump
4,jump,3,jump
4,jump,4,jump
4,jump,5,jump
4,bend,2,bend
4,bend,3,bend
4,bend,4,bend
4,bend,5,bend
4,ship,2,ship
4,ship,3,ship
4,ship,4,ship
4,ship,5,ship
4,cell,2,cel
4,cell,3,cel
4,cell,4,cel
4,cell,5,cel
4,lead,2,lead
4,lead,3,lead
4,lead,4,lead
4,lead,5,lead
4,wine,2,wine
4,wine,3,wine
4,wine,4,wine
4,wine,5,wine
4,load,2,load
4,load,3,load
4,load,4,load
4,load,5,load
4,love,2,love
4,love,3,love
4,love,4,love
4,love,5,love
4,belt,2,belt
4,belt,3,belt
4,belt,4,belt
4,belt,5,belt
4,fuel,2,fuel
4,fuel,3,fuel
4,fuel,4,fuel
4,fuel,5,fuel
4,wear,2,wear
4,wear,3,wear
4,wear,4,wear
4,wear,5,wear
4,view,2,view
4,view,3,view
4,view,4,view
4,view,5,view
4,seat,2,seat
4,seat,3,sect
4,seat,4,seat
4,seat,5,seat
4,form,2,form
4,form,3,form
4,form,4,form
4,form,5,form
4,mess,2,mes
4,mess,3,mes
4,mess,4,mes
4,mess,5,mes
4,roll,2,ril
4,roll,3,rol
4,roll,4,rol
4,roll,5,rol
4,loan,2,loan
4,loan,3,loan
4,loan,4,loan
4,loan,5,loan
4,deal,2,deal
4,deal,3,deal
4,deal,4,deal
4,deal,5,deal
4,push,2,push
4,push,3,push
4,push,4,push
4,push,5,push
4,ball,2,bal
4,ball,3,bal
4,ball,4,bal
4,ball,5,bal
4,milk,2,milk
4,milk,3,milk
4,milk,4,milk
4,milk,5,milk
4,golf,2,golf
4,golf,3,golf
4,golf,4,golf
4,golf,5,golf
4,step,2,step
4,step,3,step
4,step,4,step
4,step,5,step
4,room,2,rom
4,room,3,rom
4,room,4,rom
4,room,5,rom
4,tale,2,tale
4,tale,3,talc
4,tale,4,tale
4,tale,5,tale
4,hurt,2,hurt
4,hurt,3,hurt
4,hurt,4,hurt
4,hurt,5,hurt
4,quit,2,quit
4,quit,3,quit
4,quit,4,quit
4,quit,5,quit
4,luck,2,luck
4,luck,3,luck
4,luck,4,luck
4,luck,5,luck
4,rush,2,rush
4,rush,3,rush
4,rush,4,rush
4,rush,5,rush
4,self,2,self
4,self,3,self
4,self,4,self
4,self,5,self
4,work,2,work
4,work,3,work
4,work,4,work
4,work,5,work
4,wake,2,wake
4,wake,3,wake
4,wake,4,wake
4,wake,5,wake
4,skin,2,skin
4,skin,3,skin
4,skin,4,skin
4,skin,5,skin
4,dead,2,dez
4,dead,3,dea
4,dead,4,dez
4,dead,5,dec
4,fish,2,fish
4,fish,3,fish
4,fish,4,fish
4,fish,5,fish
4,user,2,user
4,user,3,user
4,user,4,user
4,user,5,user
4,peak,2,peak
4,peak,3,peak
4,peak,4,peak
4,peak,5,peak
4,hold,2,hold
4,hold,3,hold
4,hold,4,hold
4,hold,5,hold
4,dust,2,dust
4,dust,3,dust
4,dust,4,dust
4,dust,5,dust
4,plan,2,plan
4,plan,3,plan
4,plan,4,plan
4,plan,5,plan
4,tear,2,tear
4,tear,3,tear
4,tear,4,tear
4,tear,5,tear
4,camp,2,camp
4,camp,3,camp
4,camp,4,camp
4,camp,5,camp
4,debt,2,debt
4,debt,3,debt
4,debt,4,debt
4,debt,5,debt
4,baby,2,bak
4,baby,3,bay
4,baby,4,boy
4,baby,5,bay
4,hang,2,hang
4,hang,3,hang
4,hang,4,zang
4,hang,5,hang
4,walk,2,walk
4,walk,3,walk
4,walk,4,walk
4,walk,5,walk
4,bike,2,bike
4,bike,3,bike
4,bike,4,bike
4,bike,5,bike
4,fill,2,fil
4,fill,3,fil
4,fill,4,fil
4,fill,5,fil
4,most,2,most
4,most,3,mist
4,most,4,mist
4,most,5,most
4,chip,2,chip
4,chip,3,chip
4,chip,4,chip
4,chip,5,chip
4,pull,2,pul
4,pull,3,pul
4,pull,4,pul
4,pull,5,pul
4,rule,2,rule
4,rule,3,rule
4,rule,4,rule
4,rule,5,rule
4,site,2,site
4,site,3,site
4,site,4,site
4,site,5,site
4,deep,2,dep
4,deep,3,dep
4,deep,4,dep
4,deep,5,dep
4,news,2,news
4,news,3,news
4,news,4,news
4,news,5,news
4,high,2,hig
4,high,3,hig
4,high,4,hig
4,high,5,hig
4,talk,2,talk
4,talk,3,talk
4,talk,4,talk
4,talk,5,talk
4,part,2,part
4,part,3,part
4,part,4,part
4,part,5,part
4,item,2,item
4,item,3,item
4,item,4,item
4,item,5,item
4,star,2,star
4,star,3,star
4,star,4,star
4,star,5,star
4,exam,2,exam
4,exam,3,exam
4,exam,4,each
4,exam,5,exam
4,cook,2,cok
4,cook,3,cok
4,cook,4,cok
4,cook,5,cok
4,mate,2,mate
4,mate,3,mate
4,mate,4,mate
4,mate,5,mate
4,face,2,face
4,face,3,face
4,face,4,face
4,face,5,face
4,spot,2,spot
4,spot,3,spot
4,spot,4,spot
4,spot,5,spot
4,rich,2,rich
4,rich,3,rich
4,rich,4,rich
4,rich,5,rich
4,hair,2,hair
4,hair,3,hair
4,hair,4,hair
4,hair,5,hair
4,harm,2,harm
4,harm,3,harm
4,harm,4,harm
4,harm,5,harm
4,gold,2,gold
4,gold,3,gold
4,gold,4,gold
4,gold,5,gold
4,grab,2,grab
4,grab,3,grab
4,grab,4,grab
4,grab,5,grab
4,ruin,2,ruin
4,ruin,3,ruin
4,ruin,4,ruin
4,ruin,5,ruin
4,song,2,song
4,song,3,song
4,song,4,song
4,song,5,song
4,mall,2,mal
4,mall,3,mac
4,mall,4,mal
4,mall,5,mac
4,coat,2,coat
4,coat,3,coat
4,coat,4,coat
4,coat,5,coat
4,rate,2,rate
4,rate,3,rate
4,rate,4,rate
4,rate,5,late
4,long,2,long
4,long,3,ling
4,long,4,long
4,long,5,lion
4,trip,2,trip
4,trip,3,trip
4,trip,4,trip
4,trip,5,trip
4,hire,2,hire
4,hire,3,hire
4,hire,4,hire
4,hire,5,hire
4,boat,2,boat
4,boat,3,boat
4,boat,4,boat
4,boat,5,boat
4,wave,2,wave
4,wave,3,wave
4,wave,4,wave
4,wave,5,wave
4,menu,2,menu
4,menu,3,menu
4,menu,4,menu
4,menu,5,menu
4,year,2,year
4,year,3,year
4,year,4,year
4,year,5,year
4,clue,2,clue
4,clue,3,clue
4,clue,4,clue
4,clue,5,clue
4,bowl,2,bowl
4,bowl,3,bowl
4,bowl,4,bowl
4,bowl,5,bowl
4,flow,2,flow
4,flow,3,flow
4,flow,4,flow
4,flow,5,flow
4,tool,2,tol
4,tool,3,til
4,tool,4,tol
4,tool,5,til
4,fact,2,fact
4,fact,3,fact
4,fact,4,fact
4,fact,5,fact
4,cold,2,cold
4,cold,3,cold
4,cold,4,cold
4,cold,5,cold
4,fear,2,fear
4,fear,3,fear
4,fear,4,fear
4,fear,5,fear
4,kind,2,kind
4,kind,3,kind
4,kind,4,kind
4,kind,5,kind
4,file,2,file
4,file,3,file
4,file,4,file
4,file,5,file
4,sort,2,sort
4,sort,3,sort
4,sort,4,silt
4,sort,5,sort
4,size,2,side
4,size,3,side
4,size,4,size
4,size,5,sick
4,meat,2,meat
4,meat,3,meat
4,meat,4,meat
4,meat,5,meat
4,kill,2,kil
4,kill,3,kil
4,kill,4,kil
4,kill,5,kil
4,hunt,2,hunt
4,hunt,3,hunt
4,hunt,4,hunt
4,hunt,5,hunt
4,word,2,word
4,word,3,word
4,word,4,word
4,word,5,word
4,lift,2,lift
4,lift,3,lift
4,lift,4,lift
4,lift,5,lift
4,army,2,arme
4,army,3,army
4,army,4,army
4,army,5,army
4,loss,2,los
4,loss,3,los
4,loss,4,los
4,loss,5,lis
4,poem,2,poem
4,poem,3,poem
4,poem,4,poem
4,poem,5,poem
4,good,2,god
4,good,3,god
4,good,4,god
4,good,5,god
4,tell,2,tel
4,tell,3,tel
4,tell,4,tel
4,tell,5,tel
4,call,2,cal
4,call,3,cal
4,call,4,cal
4,call,5,cal
4,meal,2,meal
4,meal,3,meal
4,meal,4,meal
4,meal,5,meal
4,pace,2,pace
4,pace,3,pace
4,pace,4,pace
4,pace,5,pace
4,diet,2,diet
4,diet,3,diet
4,diet,4,diet
4,diet,5,diet
4,mail,2,mail
4,mail,3,mail
4,mail,4,mail
4,mail,5,mail
4,cost,2,cost
4,cost,3,cost
4,cost,4,cost
4,cost,5,cost
4,list,2,list
4,list,3,list
4,list,4,list
4,list,5,list
4,term,2,term
4,term,3,term
4,term,4,term
4,term,5,term
4,bear,2,bear
4,bear,3,bear
4,bear,4,bear
4,bear,5,bear
4,pick,2,pick
4,pick,3,pick
4,pick,4,pick
4,pick,5,pick
4,exit,2,exit
4,exit,3,foit
4,exit,4,emit
4,exit,5,exit
4,turn,2,turn
4,turn,3,turn
4,turn,4,turn
4,turn,5,turn
4,stop,2,stop
4,stop,3,stop
4,stop,4,stop
4,stop,5,stop
4,desk,2,desk
4,desk,3,desk
4,desk,4,desk
4,desk,5,desk
4,post,2,post
4,post,3,post
4,post,4,post
4,post,5,post
4,type,2,type
4,type,3,type
4,type,4,type
4,type,5,type
4,code,2,code
4,code,3,code
4,code,4,code
4,code,5,code
4,yard,2,oard
4,yard,3,yard
4,yard,4,yard
4,yard,5,yard
4,gene,2,gen
4,gene,3,gen
4,gene,4,oen
4,gene,5,gen
4,drag,2,drag
4,drag,3,drag
4,drag,4,drag
4,drag,5,drag
4,fail,2,fail
4,fail,3,fail
4,fail,4,fail
4,fail,5,fail
4,calm,2,calm
4,calm,3,calm
4,calm,4,calm
4,calm,5,calm
4,poet,2,poet
4,poet,3,plot
4,poet,4,poet
4,poet,5,poet
4,sell,2,sel
4,sell,3,sel
4,sell,4,sel
4,sell,5,sel
4,girl,2,girl
4,girl,3,girl
4,girl,4,girl
4,girl,5,girl
4,farm,2,farm
4,farm,3,farm
4,farm,4,farm
4,farm,5,farm
4,dump,2,dump
4,dump,3,dump
4,dump,4,dump
4,dump,5,dump
4,hole,2,hole
4,hole,3,hole
4,hole,4,hole
4,hole,5,hole
4,bird,2,bird
4,bird,3,bird
4,bird,4,bird
4,bird,5,bird
4,slip,2,slip
4,slip,3,slip
4,slip,4,slip
4,slip,5,slip
4,roof,2,lof
4,roof,3,rof
4,roof,4,rof
4,roof,5,rof
4,mark,2,mark
4,mark,3,mark
4,mark,4,mark
4,mark,5,mark
4,crew,2,crew
4,crew,3,crew
4,crew,4,crew
4,crew,5,crew
4,page,2,page
4,page,3,page
4,page,4,page
4,page,5,page
4,path,2,path
4,path,3,path
4,path,4,path
4,path,5,path
4,oven,2,oven
4,oven,3,oven
4,oven,4,oven
4,oven,5,oven
4,snow,2,snow
4,snow,3,snow
4,snow,4,snow
4,snow,5,snow
4,hate,2,hate
4,hate,3,hate
4,hate,4,hatе
4,hate,5,hate
4,till,2,til
4,till,3,til
4,till,4,til
4,till,5,til
4,case,2,case
4,case,3,case
4,case,4,case
4,case,5,case
4,tune,2,tune
4,tune,3,tune
4,tune,4,tune
4,tune,5,tune
4,ease,2,ecs
4,ease,3,fas
4,ease,4,eas
4,ease,5,eas
4,suit,2,suit
4,suit,3,suit
4,suit,4,suit
4,suit,5,suit
4,pain,2,pain
4,pain,3,pain
4,pain,4,pain
4,pain,5,pain
4,sink,2,sink
4,sink,3,sink
4,sink,4,sink
4,sink,5,sink
4,gift,2,gift
4,gift,3,gift
4,gift,4,gift
4,gift,5,gift
4,text,2,tee
4,text,3,tee
4,text,4,tea
4,text,5,tee
4,care,2,care
4,care,3,care
4,care,4,care
4,care,5,care
4,soil,2,soil
4,soil,3,soil
4,soil,4,soil
4,soil,5,soil
4,safe,2,safe
4,safe,3,safe
4,safe,4,safe
4,safe,5,safe
4,door,2,dol
4,door,3,door
4,door,4,door
4,door,5,dor
4,knee,2,kne
4,knee,3,kne
4,knee,4,kne
4,knee,5,ken
4,pool,2,pol
4,pool,3,pil
4,pool,4,pil
4,pool,5,pol
4,time,2,time
4,time,3,time
4,time,4,time
4,time,5,time
4,week,2,wek
4,week,3,wek
4,week,4,wok
4,week,5,wek
4,nail,2,nail
4,nail,3,nail
4,nail,4,nail
4,nail,5,nail
4,keep,2,kep
4,keep,3,kep
4,keep,4,kep
4,keep,5,kep
4,film,2,film
4,film,3,film
4,film,4,film
4,film,5,film
4,tank,2,tank
4,tank,3,tank
4,tank,4,tank
4,tank,5,tank
4,fall,2,fal
4,fall,3,fal
4,fall,4,fal
4,fall,5,fal
4,fire,2,fire
4,fire,3,fire
4,fire,4,fire
4,fire,5,fire
4,blue,2,blue
4,blue,3,blue
4,blue,4,blue
4,blue,5,blue
4,glad,2,glad
4,glad,3,glad
4,glad,4,glad
4,glad,5,glad
4,many,2,many
4,many,3,many
4,many,4,many
4,many,5,many
4,gear,2,gear
4,gear,3,gear
4,gear,4,gear
4,gear,5,gear
4,west,2,west
4,west,3,west
4,west,4,west
4,west,5,west
4,boss,2,bos
4,boss,3,bos
4,boss,4,bos
4,boss,5,bos
4,look,2,lox
4,look,3,lock
4,look,4,lob
4,look,5,lik
4,city,2,city
4,city,3,city
4,city,4,city
4,city,5,city
4,lake,2,lake
4,lake,3,lake
4,lake,4,lake
4,lake,5,lake
4,bell,2,bel
4,bell,3,bel
4,bell,4,bel
4,bell,5,bel
4,line,2,line
4,line,3,line
4,line,4,line
4,line,5,line
4,neck,2,neck
4,neck,3,neck
4,neck,4,neck
4,neck,5,neck
4,soft,2,soft
4,soft,3,soft
4,soft,4,soft
4,soft,5,soft
5,north,2,north
5,north,3,north
5,north,4,north
5,north,5,north
5,count,2,count
5,count,3,count
5,count,4,count
5,count,5,count
5,angle,2,angle
5,angle,3,angel
5,angle,4,angle
5,angle,5,angle
5,blame,2,blame
5,blame,3,blame
5,blame,4,blame
5,blame,5,balme
5,order,2,order
5,order,3,olde
5,order,4,olde
5,order,5,orde
5,teach,2,teach
5,teach,3,teach
5,teach,4,teach
5,teach,5,teach
5,frame,2,frame
5,frame,3,frame
5,frame,4,frame
5,frame,5,frame
5,water,2,water
5,water,3,water
5,water,4,water
5,water,5,water
5,title,2,tile
5,title,3,tile
5,title,4,tile
5,title,5,tile
5,glass,2,glass
5,glass,3,glass
5,glass,4,glass
5,glass,5,glass
5,taste,2,tase
5,taste,3,case
5,taste,4,tase
5,taste,5,tase
5,wheel,2,whel
5,wheel,3,wheel
5,wheel,4,whel
5,wheel,5,whel
5,front,2,front
5,front,3,front
5,front,4,front
5,front,5,front
5,plant,2,plant
5,plant,3,plant
5,plant,4,plant
5,plant,5,plant
5,brown,2,brown
5,brown,3,brown
5,brown,4,brown
5,brown,5,brown
5,guard,2,guard
5,guard,3,guard
5,guard,4,guard
5,guard,5,guard
5,skill,2,skill
5,skill,3,skil
5,skill,4,skill
5,skill,5,skill
5,month,2,month
5,month,3,month
5,month,4,month
5,month,5,month
5,shake,2,shake
5,shake,3,shake
5,shake,4,shake
5,shake,5,shake
5,death,2,death
5,death,3,death
5,death,4,death
5,death,5,death
5,queen,2,queen
5,queen,3,queen
5,queen,4,queen
5,queen,5,queen
5,nerve,2,nerv
5,nerve,3,nerve
5,nerve,4,nerv
5,nerve,5,nerv
5,delay,2,delay
5,delay,3,delay
5,delay,4,delay
5,delay,5,delay
5,pride,2,pride
5,pride,3,pride
5,pride,4,pride
5,pride,5,pride
5,clock,2,click
5,clock,3,clok
5,clock,4,clok
5,clock,5,clok
5,cause,2,cause
5,cause,3,cause
5,cause,4,cause
5,cause,5,cause
5,prior,2,prio
5,prior,3,prio
5,prior,4,prio
5,prior,5,prio
5,black,2,black
5,black,3,black
5,black,4,black
5,black,5,black
5,swing,2,swing
5,swing,3,swing
5,swing,4,swing
5,swing,5,swing
5,stage,2,stage
5,stage,3,stage
5,stage,4,stage
5,stage,5,stage
5,watch,2,watch
5,watch,3,watch
5,watch,4,watch
5,watch,5,watch
5,shock,2,shock
5,shock,3,shock
5,shock,4,shock
5,shock,5,shock
5,beach,2,beach
5,beach,3,beach
5,beach,4,beach
5,beach,5,beach
5,green,2,green
5,green,3,gren
5,green,4,green
5,green,5,green
5,cycle,2,cyle
5,cycle,3,cyle
5,cycle,4,coke
5,cycle,5,cell
5,track,2,track
5,track,3,track
5,track,4,track
5,track,5,track
5,radio,2,radio
5,radio,3,radio
5,radio,4,radio
5,radio,5,radio
5,glove,2,glove
5,glove,3,glove
5,glove,4,glove
5,glove,5,glove
5,solid,2,solid
5,solid,3,solid
5,solid,4,solid
5,solid,5,solid
5,pitch,2,pitch
5,pitch,3,pitch
5,pitch,4,pitch
5,pitch,5,pitch
5,coast,2,coast
5,coast,3,coast
5,coast,4,coast
5,coast,5,coast
5,knife,2,knife
5,knife,3,knife
5,knife,4,knife
5,knife,5,knife
5,heart,2,heart
5,heart,3,heart
5,heart,4,heart
5,heart,5,heart
5,voice,2,voice
5,voice,3,voice
5,voice,4,voice
5,voice,5,voice
5,block,2,block
5,block,3,block
5,block,4,block
5,block,5,block
5,grass,2,glass
5,grass,3,grass
5,grass,4,glass
5,grass,5,oars
5,world,2,world
5,world,3,world
5,world,4,world
5,world,5,world
5,upper,2,user
5,upper,3,uper
5,upper,4,upper
5,upper,5,user
5,child,2,child
5,child,3,child
5,child,4,child
5,child,5,child
5,habit,2,habit
5,habit,3,habit
5,habit,4,habit
5,habit,5,habit
5,truck,2,truck
5,truck,3,truck
5,truck,4,truck
5,truck,5,truck
5,drunk,2,drunk
5,drunk,3,drunk
5,drunk,4,drunk
5,drunk,5,drunk
5,sound,2,sound
5,sound,3,sound
5,sound,4,sound
5,sound,5,sound
5,carry,2,cary
5,carry,3,cary
5,carry,4,cary
5,carry,5,care
5,cheek,2,chef
5,cheek,3,chef.
5,cheek,4,chek
5,cheek,5,chek
5,break,2,break
5,break,3,break
5,break,4,bleak
5,break,5,break
5,punch,2,punch
5,punch,3,punch
5,punch,4,punch
5,punch,5,punch
5,cable,2,cable
5,cable,3,cable
5,cable,4,camel
5,cable,5,cable
5,white,2,white
5,white,3,white
5,white,4,white
5,white,5,white
5,value,2,value
5,value,3,value
5,value,4,value
